TABLE,PKEY,NAME,PROJECTID,SETID,PID,Device,Point,ADDRSLCT,ADDRESS,ALIAS,ALIASTYPE,P1,P2,P3,P4,P5,P6,P7,P8,TYPE,FORMAT,ISMODIFY,MSINPUT,MSOUTPUT,MSAUTOSUBS
DESetStatus,13633,e457f0ab-7bb0-4717-b55d-dfc5f0627595,0,GW3RMUC06,"PCPTHO_RC0006CM_K2,PKPN",UC000673,PKPN,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13634,b3cc0b4f-49e9-4fb1-af65-a742a0e71a99,0,GW3RMUC06,"PCPTHO_RC0006CM_K1,SFAL",UC000671,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13635,3dd8e648-22c8-472b-b61e-bf039ce36ae1,0,GW3RMUC06,"PCPTHO_RC0006CM_T1,SFAL",UC000631,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13636,09a267ed-f97e-474c-9268-b670a1f63372,0,GW3RMUC06,"PCPTHO_RC0006CM_K2,SFAL",UC000673,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13637,2b965aba-d301-46f0-bc43-7d8b96b797d7,0,GW3RMUC06,"PCPTHO_RC0006CM_L1,SFAL",,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13638,72027a3f-56e7-4594-8ae9-12c53e9e87be,0,GW3RMUC06,"PCPTHO_RC0006CM_K2,VAPR",UC000673,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13639,deab9a19-96c3-4d46-afbc-3a0e2848aaee,0,GW3RMUC06,"PCPTHO_RC0006CM_K1,VAPR",UC000671,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13640,d77bbf5a-0301-4554-905b-2e2c286af03f,0,GW3RMUC06,"PCPTHO_RC0006CM_K1,VBPR",UC000671,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13641,644464cd-73d5-4e82-ac9d-053d52c5cc15,0,GW3RMUC06,"PCPTHO_RC0006CM_K2,VBPR",UC000673,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13642,a73adf63-c238-4306-bed9-76b54b55314a,0,GW3RMUC06,"PCPTHO_RC0006CM_K1,VCPR",UC000671,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13643,4f8e893d-7df3-43e6-87df-6f9ee33ec13b,0,GW3RMUC06,"PCPTHO_RC0006CM_K2,VCPR",UC000673,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13644,bb897d08-1909-46ea-b4fb-ca58da07867e,0,GW3RMUC06,"PCPTHO_RC0006CM_K1,VLPS",UC000671,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13645,aa378a7f-2662-4709-932e-bdcab8da2467,0,GW3RMUC06,"PCPTHO_RC0006CM_K2,VLPS",UC000673,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13646,a3a2ca28-d316-4eb5-82e6-db7ce056db85,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,PKABC",UC000773,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13647,58d410c6-9201-4ed6-bdf6-9b4ae67e8be1,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,PKABC",UC000771,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13648,3274ac71-eb6a-42ec-8bc9-db084196a744,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,PKABC",UC000775,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13649,83e5561b-6a6c-4af1-9dfa-59c65483d58d,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,BALR",UC000775,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13650,c9c3fcb7-a300-4c20-9389-707ae78e7d91,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,BALR",UC000773,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13651,6d31eaab-c290-492f-94a2-76236319251e,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,BALR",UC000771,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13652,fc4de782-6a1e-4302-a928-2eda44a67946,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,DC24",UC000775,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13653,263da917-dba1-47b2-96e6-bb3479316892,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,DC24",UC000771,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13654,338493d7-f7e5-466c-8a43-a0f1fbddfee3,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,DC24",UC000773,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13655,a2ce97ee-3411-40f5-ac9e-f870c3c712f4,0,GW3RMUC06,"PCPTHO_RC0007CM_COMMON,DCCB",UC0007CM,DCCB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13656,b3fbd4db-109b-4d9d-8d39-dc63f626eec1,0,GW3RMUC06,"PCPTHO_RC0007CM_COMMON,DOOR",UC0007CM,DOOR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13657,517ca210-1d27-40b3-af9a-e9c59cf7c1cf,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,ES",UC000775,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13658,50b5675a-31a3-46c5-b773-454ba8793764,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,ES",UC000771,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13659,fb41fc12-18dc-4f46-a09f-f3783d49fe0c,0,GW3RMUC06,"PCPTHO_RC0007CM_T1,ES",UC000731,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13660,8a44608a-7404-441e-b33b-9b8b27f65292,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,ES",UC000773,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13661,b994e71b-70b3-4944-9a2e-85510199b1cd,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,FI",UC000775,FI,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13662,a1b76d04-9508-4a50-ba00-0cdd13f0c125,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,FI",UC000771,FI,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13663,f32151fe-c2c3-4392-9736-54bcbf9ad2a5,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,FI",UC000773,FI,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13664,b2461fb6-b010-4c39-9156-12fbe2db1c75,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,LBS",UC000773,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13665,498a2c71-be06-46d9-b573-34f98fc935d2,0,GW3RMUC06,"PCPTHO_RC0007CM_T1,LBS",UC000731,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13666,e654dd80-fe7c-4b0d-8755-283fb65b849c,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,LBS",UC000771,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13667,695bf3a4-d0f0-40e0-a56d-16fe7df523d4,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,LBS",UC000775,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13668,ca8e2fad-d406-409a-8b92-068e17eefa1e,0,GW3RMUC06,"PCPTHO_RC0007CM_COMMON,NACP",UC0007CM,NACP,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13669,8f2d666f-86dd-426e-85ad-36ed8c24d336,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,PKPA",UC000775,PKPA,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13670,32f5d872-34db-4744-bbd5-721dc3c11837,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,PKPA",UC000773,PKPA,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13671,6312324d-7651-4c18-8e56-749cf7dc5264,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,PKPA",UC000771,PKPA,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13672,745b4bb2-e0de-41fa-9ad0-af10d5a6564d,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,PKPB",UC000771,PKPB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13673,85b5e694-d625-42a9-b5ca-3a067da127b5,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,PKPB",UC000775,PKPB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13674,970fbef0-0d49-4374-a6e9-c3e27f305c0a,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,PKPB",UC000773,PKPB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13675,a179c842-da10-44b7-92f6-959573110325,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,PKPC",UC000773,PKPC,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13676,bf55a944-1c17-4a4b-bf86-8bd723fbb61d,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,PKPC",UC000775,PKPC,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13677,2261a00a-b974-4cd7-af28-e9b76de29e77,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,PKPC",UC000771,PKPC,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13678,25f3450a-b4c1-4ad3-8337-3a980838f251,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,PKPN",UC000775,PKPN,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13679,78ad219a-74a4-4e8d-8873-d5c31a170f9b,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,PKPN",UC000771,PKPN,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13680,d17eb2b0-3336-4261-abf9-67c3e1199755,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,PKPN",UC000773,PKPN,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13681,78a58b68-20b9-42b4-b0fd-73a024a2e50d,0,GW3RMUC06,"PCPTHO_RC0007CM_T1,SFAL",UC000731,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13682,56560f76-1dd5-4121-b923-25c82ade54c0,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,SFAL",UC000773,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13683,bee4ab4e-eff6-45ec-a36c-f58579611b35,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,SFAL",UC000771,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13684,3d7bd012-93f0-4fd9-bca2-53463646e18a,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,SFAL",UC000775,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13685,3f0545de-89e2-4b8e-9193-066ec61737e9,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,VAPR",UC000775,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13686,5db09542-dc97-48b6-9daa-528ddc58adf0,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,VAPR",UC000771,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13687,7e742f27-5a02-4406-ae4d-1fea05900a4d,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,VAPR",UC000773,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13688,00e7eb87-a51b-4c97-b891-a25d9a579fa3,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,VBPR",UC000771,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13689,01ab001f-3f2a-4b2d-a5cc-6f30b1ca9f5e,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,VBPR",UC000775,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13690,3c73a212-7b24-4fac-be26-b75a36f45dbc,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,VBPR",UC000773,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13691,2935d291-143d-4419-83f7-f4682cd0d08b,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,VCPR",UC000775,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13692,3c595003-8b55-460f-b171-11d80eae696b,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,VCPR",UC000773,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13693,66114024-04aa-4a45-af99-beba5df80fe4,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,VCPR",UC000771,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13694,9be59701-0bec-4c1e-b066-9b15987e3b55,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,VLPS",UC000771,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13695,c3e654f1-bef1-4764-9d2c-cc51dd5d5bb2,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,VLPS",UC000775,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13696,0c5c7f2a-ed0d-44be-847d-066e58392f4c,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,VLPS",UC000773,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13697,5af9bf16-31f5-4681-b63a-e251b8555948,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,PKABC",UC000875,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13698,e412de69-66ba-4250-a2cc-499bf5f799b4,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,PKABC",UC000873,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13699,0403b770-0aee-41db-a292-69a8fa5b2361,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,PKABC",UC000871,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13700,0019d59b-ce8b-4bf6-8808-5928854dfd33,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,BALR",UC000875,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13701,149a197d-af28-421c-84b5-e9bd9510c916,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,BALR",UC000873,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13702,1ae8a20b-742e-4b17-8e07-90fc94a5b64b,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,BALR",UC000871,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13703,6f0a19a1-ca66-4f87-9a35-1443942556c3,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,DC24",UC000873,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13704,73f406e7-be6a-4e54-9c1b-f4a9baec91a4,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,DC24",UC000871,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13705,b3bd50d1-47c4-45dd-919f-58ebe16c980f,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,DC24",UC000875,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13706,d34f8505-0f1a-4e60-8caa-932d9e587bcd,0,GW3RMUC06,"PCPTHO_RC0008CM_COMMON,DCCB",UC0008CM,DCCB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13707,94528ad8-67a2-42f8-89fa-834abf7eadf4,0,GW3RMUC06,"PCPTHO_RC0008CM_COMMON,DOOR",UC0008CM,DOOR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13708,acb24cf9-735c-4580-8612-a3ea364a93c9,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,ES",UC000875,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13709,089ecdab-5b1a-491a-9976-f74bb296d355,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,ES",UC000871,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13710,dfccd977-b8ca-4827-8621-794836313fea,0,GW3RMUC06,"PCPTHO_RC0008CM_T1,ES",UC000831,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13711,c088164d-ed15-4da4-8d02-f54caf715a14,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,ES",UC000873,ES,0,101,,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0
DESetStatus,13712,b9ecceda-1e38-4478-adaa-4001b73bd6af,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,FI",UC000871,FI,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13713,a20b2201-4841-43a3-bc7a-ed6da2a91061,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,FI",UC000875,FI,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13714,c5d2cc3a-7795-4d81-bad3-62f044bc33a0,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,FI",UC000873,FI,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13715,7860862c-698a-410e-a0e6-7e66c6b24f2c,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,LBS",UC000873,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13716,04746c5f-7131-4324-b1d3-c690d47475ba,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,LBS",UC000875,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13717,27514186-7b91-4ead-a314-eb23869dc8f7,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,LBS",UC000871,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13718,7f2fb709-fd61-410f-b9d4-03023ce472ed,0,GW3RMUC06,"PCPTHO_RC0008CM_T1,LBS",UC000831,LBS,0,101,,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0
DESetStatus,13719,49b1f151-2f1b-4b3b-9b2c-5d12278cc181,0,GW3RMUC06,"PCPTHO_RC0008CM_COMMON,NACP",UC0008CM,NACP,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13720,05c927db-7982-4574-a9f6-0ed04d6828b9,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,PKPA",UC000871,PKPA,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13721,44956534-e024-4d67-ba6d-385e0eb1c2af,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,PKPA",UC000873,PKPA,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13722,980451a6-3d0d-40ca-9c29-6b1723b4f7cb,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,PKPA",UC000875,PKPA,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13723,846bae3c-960b-4efb-8d80-bf68424e7518,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,PKPB",UC000871,PKPB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13724,47bb7ea0-079e-4058-880e-265746551b37,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,PKPB",UC000875,PKPB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13725,99962be5-0098-4856-85cb-5f102985e604,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,PKPB",UC000873,PKPB,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13726,2081000e-1540-4330-9bf4-de7833912462,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,PKPC",UC000873,PKPC,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13727,1cab6376-e7f3-4545-962a-8134e9412106,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,PKPC",UC000871,PKPC,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13728,26d0d512-9842-414d-ba5d-19b8ce812ee2,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,PKPC",UC000875,PKPC,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13729,b4c9696c-31e8-4b53-92f8-9ce795546644,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,PKPN",UC000875,PKPN,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13730,4d613309-5bf4-4b95-88e3-c9de01e0fbad,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,PKPN",UC000873,PKPN,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13731,fe0b8e10-8bb2-4167-b13f-23b1ef479380,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,PKPN",UC000871,PKPN,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13732,44c8d32e-3517-48d7-b5a6-47bc10e948c4,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,SFAL",UC000873,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13733,bc7247c8-299a-4517-8e48-aa2072696bfa,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,SFAL",UC000871,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13734,c22099b9-bdfb-482b-b002-e8ae392adb8f,0,GW3RMUC06,"PCPTHO_RC0008CM_T1,SFAL",UC000831,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13735,c8956606-9f2a-4985-98ce-40bdc0f44aa8,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,SFAL",UC000875,SFAL,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13736,9fb06204-08ca-4f87-b1f5-14ac05badaf3,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,VAPR",UC000875,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13737,7b0f1175-5d80-4ace-b18f-67f0d956d2dd,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,VAPR",UC000871,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13738,dd9c44a4-bfd2-4160-bab0-d16fc4b44cda,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,VAPR",UC000873,VAPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13739,ce775967-2307-4747-81ce-7e70ecab238c,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,VBPR",UC000873,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13740,171cd913-37da-4464-8c13-56104b2a98a3,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,VBPR",UC000875,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13741,bdef975c-8851-4528-8ba3-5ffe8c6423c2,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,VBPR",UC000871,VBPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13742,81250921-d59a-48f3-9028-698a3bd4e301,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,VCPR",UC000875,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13743,dcfca0e2-87da-4ac2-bb91-1a0668cd30e2,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,VCPR",UC000871,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13744,fd559aae-3474-4063-a0a3-94110fd23e90,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,VCPR",UC000873,VCPR,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13745,37d4f85a-0047-49cf-b466-e61fec13657e,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,VLPS",UC000875,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13746,bf398857-c4af-4f35-bd79-dea307514def,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,VLPS",UC000871,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13747,7e41eed2-23af-46df-8c63-42d2db9daf56,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,VLPS",UC000873,VLPS,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
DESetStatus,13748,de059cdf-3c21-4393-bcef-3d630d150bee,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,PKABC",UC000971,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13749,eb8c7b2c-ec03-4ddb-9761-3f1df093f959,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,PKABC",UC000973,PKABC,0,101,,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
DESetStatus,13750,c2c9c652-0483-4d4c-9e47-3b216df3cd29,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,BALR",UC000973,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13751,dafed4aa-a7d2-40e8-ab0d-55af71a796d3,0,GW3RMUC06,"PCPTHO_RC0009CM_K1,BALR",UC000971,BALR,0,101,,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0
DESetStatus,13752,4272bc54-2b50-4c27-b0cd-bab875c53376,0,GW3RMUC06,"PCPTHO_RC0009CM_K2,DC24",UC000973,DC24,0,101,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
