"TABLE","PKEY","NAME","PROJECTID","SETID","PID","ADDRSLCT","ADDRESS","ALIAS","ALIASTYPE","P1","P2","P3","P4","P5","P6","P7","P8","TYPE","FORMAT","ISMODIFY","MSINPUT","MSOUTPUT","MSAUTOSUBS"
"DESetStatus","21634","01742053-a053-4c94-b270-d686e8b778a7","0","GW3RMUC31","PCPTHO_RC0099CM_K4,VAPR:S","0","216","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21635","a93bbbbc-b61e-4c1b-a8f1-ebc78692a401","0","GW3RMUC31","PCPTHO_RC0099CM_K2,VAPR:S","0","116","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21636","007ff032-89cd-4b7f-9e4e-739c99987038","0","GW3RMUC31","PCPTHO_RC0099CM_K3,VAPR:S","0","166","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21637","700f2023-71d4-436f-87b7-c5c68ee31349","0","GW3RMUC31","PCPTHO_RC0099CM_K5,VAPR:S","0","266","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21638","e1d42d1c-67a0-4996-b9b9-e4b0ec85e6eb","0","GW3RMUC31","PCPTHO_RC0099CM_K1,VBPR:S","0","67","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21639","b3672d1b-9f6b-4971-9a6f-5650c2c0112b","0","GW3RMUC31","PCPTHO_RC0099CM_K3,VBPR:S","0","167","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21640","8f3d25d7-427b-449d-adb0-e322e4cbf727","0","GW3RMUC31","PCPTHO_RC0099CM_K5,VBPR:S","0","267","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21641","4f3e6a05-d60d-4227-94a7-20970c5d42e5","0","GW3RMUC31","PCPTHO_RC0099CM_K2,VBPR:S","0","117","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21642","5207855a-b9d2-4d47-8695-4b06efdbdefe","0","GW3RMUC31","PCPTHO_RC0099CM_K4,VBPR:S","0","217","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"DESetStatus","21643","c1e04803-d776-46c4-b230-310821445f7c","0","GW3RMUC31","PCPTHO_RC0099CM_K4,VCPR:S","0","218","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
