"TABLE","PKEY","NAME","PROJECTID","SETID","PID","ADDRSLCT","ADDRESS","ALIAS","ALIASTYPE","P1","P2","P3","P4","P5","P6","P7","P8","TYPE","FORMAT","ISSBO"
"DESetControl","4447","48f33b39-1858-4fc6-b8f7-e4470306af3d","0","GW3RMUC30","PCPTHO_RC0112CM_K1,LBS:S","0","20089","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4448","9b49bd58-52c1-4353-ba6e-4c8f8feddde7","0","GW3RMUC30","PCPTHO_RC0112CM_K2,LBS:S","0","20090","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4449","24948a95-9210-43bf-af14-e17c7adaba16","0","GW3RMUC30","PCPTHO_RC0112CM_K5,LBS:S","0","20091","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4450","55ace2d1-0981-457a-92cc-a762b0d7831d","0","GW3RMUC30","PCPTHO_RC0112CM_K4,LBS:S","0","20092","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4451","e3cdd999-18f8-40d8-a638-14ebab6148ac","0","GW3RMUC30","PCPTHO_RC0113CM_K1,LBS:S","0","20093","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4452","845922e8-0287-4a77-9a78-68ea9876b937","0","GW3RMUC30","PCPTHO_RC0113CM_K4,LBS:S","0","20094","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4453","b5c2acce-d313-4b65-8501-c3fab41080da","0","GW3RMUC30","PCPTHO_RC0113CM_K2,LBS:S","0","20095","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4454","eb9a9028-7554-40bb-a805-c1985feca9ff","0","GW3RMUC30","PCPTHO_RC0113CM_K3,LBS:S","0","20096","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4455","bbfbbf26-f9fc-46dc-88be-49b55d054472","0","GW3RMUC30","PCPTHO_RC0114CM_K4,LBS:S","0","20097","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4456","9cb50bf7-bd99-479c-90d2-8794b3923cd5","0","GW3RMUC30","PCPTHO_RC0114CM_K2,LBS:S","0","20098","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4457","dcc8427f-c336-4768-8bbf-4c0ec7f6bfce","0","GW3RMUC30","PCPTHO_RC0114CM_K1,LBS:S","0","20099","","0","0","0","0","0","0","0","0","0","0","0","0"
"DESetControl","4458","b70eef7a-08ef-4a6e-976e-a72da71d570e","0","GW3RMUC30","PCPTHO_RC0114CM_K3,LBS:S","0","20100","","0","0","0","0","0","0","0","0","0","0","0","0"
