TABLE,PKEY,NAME,PROJECTID,SETID,PID,ADDRSLCT,ADDRESS,ALIAS,ALIASTYPE,P1,P2,P3,P4,P5,P6,P7,P8,TYPE,FORMAT,ISSCALE,SCALEOFFST,SCALEFACT,ISDEADBAND,DEADBAND,ISMODIFY,MSINPUT,MSOUTPUT,MSAUTOSUBS,MSUNIT
DESetAnalog,8416,2dd827f7-79cd-46cb-bc74-09e0ca5ee156,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,PSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8417,e8b73918-e082-4c38-9ceb-cf489a8db68d,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,PSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,20,0
DESetAnalog,8418,555e0ba6-0fdd-4a18-971a-feda1311479e,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,PSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8419,83410d15-2134-4442-b359-1158b18459f7,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,QSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8420,997a89d4-94e5-41bf-a6ae-22f2ffbc40fc,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,QSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,10,0
DESetAnalog,8421,5cfc3f5f-b6cb-4442-b31f-ed03a6f38f46,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,QSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8422,9d504252-d3dd-47a2-aeaa-0ebfbf94bc8d,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,VAB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8423,b94f83ca-609b-431f-83b0-35e6199925e1,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,VAB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8424,d5a07b78-ffe7-4471-a489-8b7834bf9fb3,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,VAB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8425,1ae58ce6-0836-43a9-b582-617371c18c9f,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,VBC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8426,113b8363-79cc-4fff-be11-b88759dacba2,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,VBC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8427,08b0de7e-5915-4a08-96d7-22ecd4f91ac9,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,VBC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8428,311c3069-7693-4eb2-b092-2addc7e226da,0,GW3RMUC06,"PCPTHO_RC0007CM_K2,VCA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8429,0c4252d9-1579-4901-92b5-bc859bfac17d,0,GW3RMUC06,"PCPTHO_RC0007CM_K1,VCA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8430,e596b8d5-6c31-4dc0-93f7-d907313e9bf7,0,GW3RMUC06,"PCPTHO_RC0007CM_K3,VCA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8431,e73799d5-bb9f-4cad-80c1-e9c51d9ed70c,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,AGLA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8432,89b6fd11-a323-4fa6-97d4-62bc01dc5908,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,AGLA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8433,3a334e7c-976a-4798-86fc-8ffde0a1cecd,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,AGLA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8434,4f41a8e1-e337-45ac-aa59-d5f537556441,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,AGLB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8435,59f7b462-bc77-499b-833b-e9d4f29e112d,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,AGLB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8436,809049d3-e9e4-413e-ad6f-fbc5147f7874,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,AGLB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8437,07a1bb89-adba-46a1-b308-c4f134928828,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,AGLC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8438,cdf901eb-f6f9-4b29-a926-54282cf803c2,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,AGLC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8439,a0a70c4b-2eab-4859-92f2-2b31d86483e0,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,AGLC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8440,b4b67304-cd1f-425b-9053-295eee3808d4,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,IA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8441,2993ed05-f519-40f1-94d1-aa0a44d50cb0,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,IA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0
DESetAnalog,8442,f6972365-cf6b-4b9a-91b8-b39b20264a61,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,IA",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8443,a507f316-85e4-49f3-8b72-81dc76ae6739,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,IB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8444,f1af2979-44eb-4adb-a653-dbec0d02094c,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,IB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0
DESetAnalog,8445,d5f8a3c1-3483-44db-a4bd-e98769a29881,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,IB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8446,9e4c7ce9-1c70-4756-8ddf-a034174e0631,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,IC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8447,850b8812-93d0-445a-9c27-4a28aeb7eb2f,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,IC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0
DESetAnalog,8448,32966cc1-3f28-4228-a0d8-94c128504ad5,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,IC",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8449,2f5d21db-84a4-4fce-bf51-12e7abb3b2f9,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,IN",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8450,ed8dd1d1-15ed-4877-89c2-cda3fc3565cf,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,IN",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0
DESetAnalog,8451,07de310b-47f1-423e-803b-49a8e75505b5,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,IN",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8452,84138fdd-7cc4-4618-a50c-54c3ded4ee2c,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,PF",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8453,8cd5340d-852a-47a1-9a96-eb08664707ff,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,PF",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8454,c0a30501-25ed-42b9-b0a5-78fcaddd1f95,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,PF",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8455,c934004e-c060-4ec9-bb6b-273f64a6f9b3,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,PSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8456,851bcd21-3698-4da6-b398-6ec31dd90bb6,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,PSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8457,23e72b00-e962-4185-bf65-4b3bc6132ef3,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,PSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,20,0
DESetAnalog,8458,b71bf221-0c61-45e9-80db-5242327c8f8a,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,QSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8459,c684eee2-947b-4af7-873f-ed050c0b94bf,0,GW3RMUC06,"PCPTHO_RC0008CM_K1,QSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,10,0
DESetAnalog,8460,8a15cbae-c841-4811-b813-e6d562d3035d,0,GW3RMUC06,"PCPTHO_RC0008CM_K2,QSUM",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
DESetAnalog,8461,4b7fca5b-9f22-4f69-a454-d22d91a52fd3,0,GW3RMUC06,"PCPTHO_RC0008CM_K3,VAB",0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0
